 &plot nbnd= 100, nks=   100 /
            0.000000  0.000000  0.000000
   -2.140   -2.110   -2.015   -1.953   -1.526   -1.294   -1.291   -1.136    0.211    0.215
    1.078    1.083    1.147    1.219    1.344    1.380    1.420    1.569    1.622    1.703
    1.774    1.783    1.863    1.908    2.007    2.099    2.119    2.226    2.234    2.415
            0.196667 -0.113546  0.000000
  -15.556  -14.636  -14.429  -14.410  -14.307  -14.009  -13.924  -13.869  -13.752  -13.730
  -13.628  -13.470  -13.402  -13.334  -13.313  -13.123  -13.030   -7.077   -7.001   -6.869
   -6.854   -6.764   -6.737   -6.547   -6.498   -6.418   -6.335   -6.299   -6.047   -5.837
   -5.774   -5.447   -5.376   -5.339   -5.297   -5.266   -5.223   -5.212   -5.170   -5.063
   -4.910   -4.810   -4.698   -4.502   -4.453   -4.320   -4.236   -4.119   -4.087   -3.926
   -3.895   -3.673   -3.558   -3.486   -3.390   -3.198   -3.115   -3.025   -2.895   -2.866
   -2.792   -2.781   -2.706   -2.686   -2.666   -2.597   -2.461   -2.265   -2.237   -2.150
   -2.122   -2.097   -1.998   -1.937   -1.525   -1.309   -1.305   -1.142    0.215    0.219
